year,state_alpha,state_name,county_name,Value,unit_desc,short_desc,Crop,HighYield,StateAvgYield,RelYield,PrevYearYield,YoYChange
2013,AL,ALABAMA,BLOUNT,49.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.194520108956898,41.4,8.300000000000004
2014,AL,ALABAMA,BLOUNT,33.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.8783372761067928,49.7,-15.800000000000004
2015,AL,ALABAMA,BLOUNT,43.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,1.1630377057886352,33.9,9.899999999999999
2016,AL,ALABAMA,BLOUNT,25.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,0.77584148961566,43.8,-18.799999999999997
2017,AL,ALABAMA,BLOUNT,48.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.26470588235294,1.1233174711080898,25.0,23.6
2018,AL,ALABAMA,BLOUNT,39.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,39.44642857142857,0.9962879130828429,48.6,-9.300000000000004
2019,AL,ALABAMA,BLOUNT,35.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,1.0083656396653742,39.3,-4.0
2020,AL,ALABAMA,BLOUNT,47.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.351851851851855,1.1365875503806537,35.3,11.700000000000003
2021,AL,ALABAMA,BLOUNT,42.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,44.888000000000005,0.9468009267510247,47.0,-4.5
2022,AL,ALABAMA,BLOUNT,37.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.608000000000004,0.8988656027686982,42.5,-5.100000000000001
2023,AL,ALABAMA,BLOUNT,50.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.917857142857144,1.19996591974099,37.4,12.899999999999999
2024,AL,ALABAMA,BLOUNT,28.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,0.8380222674488208,50.3,-22.299999999999997
2013,AL,ALABAMA,BULLOCK,52.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.2546066335523154,44.601858131648626,7.598141868351377
2014,AL,ALABAMA,BULLOCK,36.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.9457023769291427,52.2,-15.700000000000003
2010,AL,ALABAMA,CALHOUN,17.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,0.6948865560447003,44.601858131648626,-27.501858131648625
2011,AL,ALABAMA,CALHOUN,28.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.9197651663405089,17.1,11.099999999999998
2012,AL,ALABAMA,CALHOUN,36.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,43.71764705882353,0.8257534983853606,28.2,7.900000000000002
2013,AL,ALABAMA,CALHOUN,44.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,1.0623297548469797,36.1,8.100000000000001
2014,AL,ALABAMA,CALHOUN,34.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.8809282415230371,44.2,-10.200000000000003
2020,AL,ALABAMA,CALHOUN,35.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,0.8488132557098074,34.0,1.1000000000000014
2021,AL,ALABAMA,CALHOUN,44.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,44.888000000000005,0.9958117982534307,35.1,9.600000000000001
2022,AL,ALABAMA,CALHOUN,45.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.608000000000004,1.0935397039030954,44.7,0.7999999999999972
2023,AL,ALABAMA,CALHOUN,45.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.917857142857144,1.0735281588140069,45.5,-0.5
2024,AL,ALABAMA,CALHOUN,32.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,0.9786902909134444,45.0,-12.299999999999997
2010,AL,ALABAMA,CHEROKEE,27.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,1.113443955299695,44.601858131648626,-17.201858131648628
2011,AL,ALABAMA,CHEROKEE,30.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.9915198956294847,27.4,3.0
2012,AL,ALABAMA,CHEROKEE,50.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.1459903121636168,30.4,19.700000000000003
2013,AL,ALABAMA,CHEROKEE,45.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.1031885915718633,50.1,-4.200000000000003
2014,AL,ALABAMA,CHEROKEE,37.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.9793849273403176,45.9,-8.100000000000001
2015,AL,ALABAMA,CHEROKEE,30.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,0.8045671800318641,37.8,-7.4999999999999964
2016,AL,ALABAMA,CHEROKEE,20.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,0.6455001193602292,30.3,-9.5
2017,AL,ALABAMA,CHEROKEE,42.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,43.26470588235294,0.9730795377294358,20.8,21.3
2018,AL,ALABAMA,CHEROKEE,45.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,39.44642857142857,1.148392937980987,42.1,3.1999999999999957
2019,AL,ALABAMA,CHEROKEE,30.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,0.8598245256070189,45.3,-15.199999999999996
2020,AL,ALABAMA,CHEROKEE,36.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,0.8778325123152708,30.1,6.199999999999996
2021,AL,ALABAMA,CHEROKEE,45.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,44.888000000000005,1.0047228657993226,36.3,8.800000000000004
2022,AL,ALABAMA,CHEROKEE,39.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.608000000000004,0.9421265141318977,45.1,-5.899999999999999
2023,AL,ALABAMA,CHEROKEE,51.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.917857142857144,1.2309789554400614,39.2,12.399999999999999
2024,AL,ALABAMA,CHEROKEE,41.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,1.2390757811564708,51.6,-10.200000000000003
2013,AL,ALABAMA,CHILTON,44.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,1.0719435987822463,44.601858131648626,-0.0018581316486248056
2015,AL,ALABAMA,CHILTON,41.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,1.1072756240042487,44.6,-2.8999999999999986
2010,AL,ALABAMA,COFFEE,21.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,0.8533694547917372,44.601858131648626,-23.601858131648626
2012,AL,ALABAMA,COFFEE,48.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.102529601722282,21.0,27.200000000000003
2013,AL,ALABAMA,COFFEE,43.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,1.0334882230411793,48.2,-5.200000000000003
2014,AL,ALABAMA,COFFEE,33.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.8550185873605948,43.0,-10.0
2016,AL,ALABAMA,COFFEE,43.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,1.3530675578897111,33.0,10.600000000000001
2021,AL,ALABAMA,COFFEE,31.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,44.888000000000005,0.6906077348066297,43.6,-12.600000000000001
2023,AL,ALABAMA,COFFEE,34.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.917857142857144,0.8325807276135297,31.0,3.8999999999999986
2024,AL,ALABAMA,COFFEE,40.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,1.20615347779241,34.9,5.399999999999999
2010,AL,ALABAMA,COLBERT,30.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,1.2434812055536741,44.601858131648626,-14.001858131648625
2011,AL,ALABAMA,COLBERT,40.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,1.3046314416177431,30.6,9.399999999999999
2012,AL,ALABAMA,COLBERT,44.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,43.71764705882353,1.0064585575888052,40.0,4.0
2013,AL,ALABAMA,COLBERT,44.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,1.0623297548469797,44.0,0.20000000000000284
2014,AL,ALABAMA,COLBERT,44.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,1.1400247831474597,44.2,-0.20000000000000284
2015,AL,ALABAMA,COLBERT,44.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,1.171003717472119,44.0,0.10000000000000142
2016,AL,ALABAMA,COLBERT,31.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,0.9682501790403437,44.1,-12.900000000000002
2017,AL,ALABAMA,COLBERT,48.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.26470588235294,1.1140720598232496,31.2,17.000000000000004
2018,AL,ALABAMA,COLBERT,36.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,39.44642857142857,0.9151652331371662,48.2,-12.100000000000001
2019,AL,ALABAMA,COLBERT,38.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,1.105488675780453,36.1,2.6000000000000014
2020,AL,ALABAMA,COLBERT,42.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,1.0205105239587997,38.7,3.5
2022,AL,ALABAMA,COLBERT,35.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.608000000000004,0.8556046914054989,42.2,-6.600000000000001
2023,AL,ALABAMA,COLBERT,38.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.917857142857144,0.9136917440572547,35.6,2.6999999999999957
2024,AL,ALABAMA,COLBERT,23.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,0.7093259906620376,38.3,-14.599999999999998
2010,AL,ALABAMA,CONECUH,18.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,0.7395868608195055,44.601858131648626,-26.401858131648627
2011,AL,ALABAMA,CONECUH,27.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.893672537508154,18.2,9.2
2013,AL,ALABAMA,CONECUH,37.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,0.9037013299150777,27.4,10.200000000000003
2016,AL,ALABAMA,CONECUH,33.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,1.0489376939603723,37.6,-3.8000000000000043
2010,AL,ALABAMA,COVINGTON,28.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,1.1378259397223163,44.601858131648626,-16.601858131648626
2011,AL,ALABAMA,COVINGTON,30.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.9784735812133073,28.0,2.0
2012,AL,ALABAMA,COVINGTON,48.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.1071044133476857,30.0,18.4
2013,AL,ALABAMA,COVINGTON,37.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,0.9109117128665277,48.4,-10.5
2014,AL,ALABAMA,COVINGTON,33.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.8783372761067928,37.9,-4.0
2015,AL,ALABAMA,COVINGTON,38.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,1.0196494954859268,33.9,4.5
2016,AL,ALABAMA,COVINGTON,32.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,1.0116973024588207,38.4,-5.799999999999997
2020,AL,ALABAMA,COVINGTON,35.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,0.8488132557098074,32.6,2.5
2013,AL,ALABAMA,CRENSHAW,35.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.60666666666667,0.8628424931901938,44.601858131648626,-8.701858131648628
2010,AL,ALABAMA,CULLMAN,27.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,1.117507619370132,44.601858131648626,-17.101858131648626
2011,AL,ALABAMA,CULLMAN,37.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,1.2198303979125897,27.5,9.899999999999999
2012,AL,ALABAMA,CULLMAN,50.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.1459903121636168,37.4,12.700000000000003
2013,AL,ALABAMA,CULLMAN,49.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.1921166479730811,50.1,-0.5
2014,AL,ALABAMA,CULLMAN,41.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,1.0778416131575983,49.6,-8.0
2015,AL,ALABAMA,CULLMAN,53.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,37.66,1.423260754115773,41.6,12.0
2016,AL,ALABAMA,CULLMAN,30.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,0.94031988541418,53.6,-23.3
2017,AL,ALABAMA,CULLMAN,55.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.26470588235294,1.2781781101291638,30.3,24.999999999999996
2018,AL,ALABAMA,CULLMAN,44.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,39.44642857142857,1.1306473517428701,55.3,-10.699999999999996
2019,AL,ALABAMA,CULLMAN,42.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,1.2226076310956946,44.6,-1.8000000000000043
2020,AL,ALABAMA,CULLMAN,51.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.351851851851855,1.2357366771159874,42.8,8.300000000000004
2021,AL,ALABAMA,CULLMAN,50.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,44.888000000000005,1.1161112101229727,51.1,-1.0
2022,AL,ALABAMA,CULLMAN,47.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.608000000000004,1.139203999230917,50.1,-2.700000000000003
2023,AL,ALABAMA,CULLMAN,48.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.917857142857144,1.1498679389963364,47.4,0.8000000000000043
2024,AL,ALABAMA,CULLMAN,34.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,1.0265772776248054,48.2,-13.900000000000006
2011,AL,ALABAMA,DALLAS,19.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.6294846705805611,44.601858131648626,-25.301858131648626
2012,AL,ALABAMA,DALLAS,50.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.1642895586652313,19.3,31.599999999999998
2013,AL,ALABAMA,DALLAS,50.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.208940874859798,50.9,-0.6000000000000014
2014,AL,ALABAMA,DALLAS,30.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,0.7876534865382449,50.3,-19.9
2015,AL,ALABAMA,DALLAS,29.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,37.66,0.7886351566648965,30.4,-0.6999999999999993
2016,AL,ALABAMA,DALLAS,32.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,1.0054905705418953,29.7,2.6999999999999993
2017,AL,ALABAMA,DALLAS,43.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,43.26470588235294,0.9985044187627464,32.4,10.800000000000004
2018,AL,ALABAMA,DALLAS,42.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,39.44642857142857,1.0647351742870077,43.2,-1.2000000000000028
2019,AL,ALABAMA,DALLAS,26.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,0.7455621301775148,42.0,-15.899999999999999
2020,AL,ALABAMA,DALLAS,42.7,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,1.0326018808777429,26.1,16.6
2021,AL,ALABAMA,DALLAS,58.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,44.888000000000005,1.3054713954731776,42.7,15.899999999999999
2022,AL,ALABAMA,DALLAS,41.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.608000000000004,0.9925975773889635,58.6,-17.300000000000004
2023,AL,ALABAMA,DALLAS,37.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.917857142857144,0.9041492715344636,41.3,-3.3999999999999986
2024,AL,ALABAMA,DALLAS,39.4,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,1.1792170477672692,37.9,1.5
2010,AL,ALABAMA,DE KALB,23.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,0.9468337284117846,44.601858131648626,-21.301858131648626
2011,AL,ALABAMA,DE KALB,30.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.9784735812133073,23.3,6.699999999999999
2012,AL,ALABAMA,DE KALB,47.0,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.71764705882353,1.07508073196986,30.0,17.0
2013,AL,ALABAMA,DE KALB,47.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.60666666666667,1.1512578112481973,47.0,0.8999999999999986
2014,AL,ALABAMA,DE KALB,44.3,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,38.595652173913045,1.1477976793961924,47.9,-3.6000000000000014
2015,AL,ALABAMA,DE KALB,45.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,37.66,1.2108337758895382,44.3,1.3000000000000043
2016,AL,ALABAMA,DE KALB,29.2,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,32.223076923076924,0.9061828598710909,45.6,-16.400000000000002
2017,AL,ALABAMA,DE KALB,46.1,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,43.26470588235294,1.065533650577838,29.2,16.900000000000002
2018,AL,ALABAMA,DE KALB,49.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,39.44642857142857,1.2650067904028972,46.1,3.799999999999997
2019,AL,ALABAMA,DE KALB,30.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,35.00714285714286,0.874107325035707,49.9,-19.299999999999997
2020,AL,ALABAMA,DE KALB,39.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,41.351851851851855,0.9648902821316614,30.6,9.299999999999997
2021,AL,ALABAMA,DE KALB,44.9,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,44.888000000000005,1.0002673320263766,39.9,5.0
2022,AL,ALABAMA,DE KALB,48.8,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.608000000000004,1.1728513747356275,44.9,3.8999999999999986
2023,AL,ALABAMA,DE KALB,47.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,1,41.917857142857144,1.1331686120814517,48.8,-1.2999999999999972
2024,AL,ALABAMA,DE KALB,38.6,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,33.412,1.1552735544115886,47.5,-8.899999999999999
2010,AL,ALABAMA,ELMORE,20.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,24.608333333333334,0.8330511344395529,44.601858131648626,-24.101858131648626
2011,AL,ALABAMA,ELMORE,30.5,BU / ACRE,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",Soybeans,0,30.659999999999997,0.9947814742335291,20.5,10.0
